TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Achillea rupestris subsp. rupestris,9514d442-17f7-41b4-bfb0-36d267b0ca35,Subspecies,EuroMed,1.8,2.5,1,0.6,2.9,1,7.6,2.8,1,7.0,2.8,1,2.8,2.6,1
Achillea salicifolia,b094def1-26ab-42c5-9ac0-1ee084981e05,Species,EuroMed,6.0,4.7,8,6.3,2.8,5,6.2,4.7,6,7.2,4.7,6,3.9,4.4,7
Achillea setacea,14b1d668-b57a-45a3-8591-ee04fd77fe47,Species,EuroMed,2.4,3.7,18,1.9,6.0,13,7.3,4.8,15,8.5,4.2,13,5.0,3.2,16
Achillea styriaca,e5414dde-a8a4-4558-8da5-9f88ea6cfd02,Species,EuroMed,4.2,3.2,2,4.3,3.5,2,5.7,2.9,2,7.3,3.0,2,3.9,3.6,2
Achillea thracica,520d1def-dc1f-4d6f-9b4e-028a4a8e9b84,Species,EuroMed,2.2,2.0,1,,,,6.4,2.0,1,,,,5.8,2.3,1
Achillea tomentosa,ca2ad23a-55d6-424f-8486-3a25e68a015f,Species,EuroMed,2.5,3.7,2,2.2,3.1,2,3.1,2.5,2,8.5,4.0,2,4.3,3.5,2
Achillea virescens,a9d3b49c-81de-4248-b8d3-266ac77b6c42,Species,EuroMed,3.2,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,4.1,2.3,1
Achillea virescens subsp. tenorei,d8ffaf0c-07f8-47bd-b9a5-996503bb3ab3,Subspecies,EuroMed,2.6,2.5,1,0.6,2.9,1,7.6,2.8,1,7.0,2.8,1,1.9,2.6,1
Achillea virescens subsp. virescens,a9d3b49c-81de-4248-b8d3-266ac77b6c42,Subspecies,EuroMed,3.4,2.5,1,1.8,2.9,1,7.6,2.8,1,7.0,2.8,1,3.7,2.6,1
Achnatherum bromoides,c76d5008-d6c9-491e-8e59-70f5c1ea08e8,Species,EuroMed,2.9,4.0,10,2.2,6.2,8,7.9,4.4,10,8.0,7.0,8,6.3,3.9,10
Achnatherum calamagrostis,73d36106-9a9c-45a7-9b08-dc8a73f32a58,Species,EuroMed,2.7,2.4,5,2.1,2.8,4,8.5,4.6,5,9.0,3.7,4,4.6,4.6,5
Achnatherum caragana,38a831e9-9e44-4401-b839-7aee8951e58e,Species,EuroMed,0.9,1.9,1,,,,,,,,,,,,
Achnatherum fallacinum,AS86641b-9bf7-4061-bfbd-d77a6fe14b7b,Species,additionalTaxa,2.8,4.1,1,2.5,2.3,1,7.0,2.7,1,8.6,2.3,1,6.9,4.1,1
Achnatherum sibiricum,999e6b5f-879a-4492-ac0e-36e503a180eb,Species,EuroMed,3.3,2.9,1,,,,,,,7.8,2.8,1,4.3,1.8,1
Achnatherum splendens,a862b98d-0454-43d1-9b34-aa0aea974a79,Species,EuroMed,2.2,4.1,1,,,,,,,,,,,,
Achyranthes aspera,c61700cc-05a1-41e4-a196-fe5a50b26bbe,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,4.1,2.8,1,8.2,2.8,1,10.0,2.6,1
Achyranthes sicula,f7270fc1-3a8d-4a90-b8be-01a95b599c94,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,4.1,2.8,1,8.2,2.8,1,8.2,2.6,1
Acis autumnalis,09ca9635-f6c4-4670-90b9-08330711e472,Species,EuroMed,1.0,2.5,1,1.8,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Acis fabrei,61c73d56-85b8-4e2e-b318-3710bdea961a,Species,EuroMed,2.3,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,6.6,2.3,1
Acis nicaeensis,9bfe533e-6415-4611-bdd2-4082508e4cf4,Species,EuroMed,2.8,2.8,2,2.6,2.5,2,7.4,2.6,2,7.9,2.8,2,6.9,2.7,2
Acis nicaeensis aggr.,AS756c76-a5b0-4052-9f06-89a116b30152,Species Aggregate,additionalTaxa,2.3,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,6.6,2.3,1
Acis rosea,eb7246cc-2d20-4d25-b19f-cbeca3ea5026,Species,EuroMed,1.7,4.0,2,2.8,4.9,2,6.3,4.7,2,9.4,2.8,2,8.1,2.8,2
Aconitum ?schneebergense,ASe0cb6f-8223-4513-bafe-61589c2ddd72,Species,additionalTaxa,5.7,3.5,3,7.0,4.3,3,6.7,5.0,3,6.3,3.7,3,2.9,3.8,3
Aconitum angustifolium,451f5417-7419-4231-8621-2dcf7dd5a5e7,Species,EuroMed,3.7,2.4,2,6.3,5.1,2,7.0,3.3,2,8.5,6.2,2,2.6,3.7,2
Aconitum anthora,398c870c-df6a-4dea-bfac-32c405c33659,Species,EuroMed,3.6,3.3,15,4.7,4.6,9,7.3,5.4,12,6.6,6.1,10,4.2,4.6,13
Aconitum anthora subsp. anthora,398c870c-df6a-4dea-bfac-32c405c33659,Subspecies,EuroMed,3.8,3.1,1,4.7,5.5,1,7.2,3.7,1,7.4,4.2,1,4.5,2.6,1
Aconitum anthora subsp. confertiflorum,f0c01f3a-dfa4-4f45-ab5e-cc5ed83b0ccc,Subspecies,EuroMed,4.1,3.7,2,4.0,6.8,2,6.4,5.2,2,6.1,5.5,2,3.4,3.6,2
Aconitum besserianum,83945213-8fb8-4fc9-8121-142df9474eb1,Species,EuroMed,4.8,3.1,1,6.9,3.3,1,5.7,2.2,1,3.8,5.7,1,4.2,0.6,1
Aconitum bucovinense,3e3c3e87-e094-4e54-ae24-fef1882829ed,Species,EuroMed,4.8,2.8,2,4.1,2.9,2,4.3,2.3,2,6.3,3.0,2,1.5,1.3,2
Aconitum burnatii,fe9d1256-5236-439f-8402-65b03ee9532a,Species,EuroMed,6.1,2.3,3,7.0,3.2,3,6.8,4.1,3,6.4,4.9,3,1.6,2.8,3
Aconitum carmichaelii,5d967b2c-9b41-4905-b9e8-0abbfa2093e5,Species,EuroMed,5.9,2.5,1,7.7,2.9,1,7.6,2.8,1,7.0,2.8,1,2.8,2.6,1
Aconitum cymbulatum,a9f3a38f-507a-43a6-bafc-ba8171ad6f1f,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Aconitum degenii,4bf508f8-0fb6-42b5-8ea2-8cbe48db894a,Species,EuroMed,5.7,2.8,10,7.4,3.4,7,6.7,3.5,8,5.2,4.9,7,1.8,3.6,8
Aconitum degenii aggr.,ASbb8a19-679b-4cf4-b882-6e92680cc76a,Species Aggregate,additionalTaxa,5.6,3.6,1,6.9,5.5,1,6.4,2.2,1,6.7,2.8,1,3.6,0.6,1
Aconitum degenii subsp. degenii,ASbb8a19-679b-4cf4-b882-6e92680cc76a,Subspecies,additionalTaxa,6.4,1.8,1,7.2,2.4,1,5.4,2.2,1,5.4,2.2,1,1.7,2.3,1
Aconitum degenii subsp. valesiacum,8730bbbf-ec8a-4ad0-800e-20dacfbdaeb8,Subspecies,EuroMed,5.8,2.1,2,7.3,2.5,2,6.3,4.0,2,5.0,3.1,2,1.9,3.4,2
Aconitum firmum,b621bcd4-7904-402a-814e-968d0515fc4f,Species,EuroMed,5.2,3.8,4,6.6,4.6,2,6.3,5.9,3,4.9,6.3,2,2.5,2.9,3
Aconitum firmum subsp. firmum,7f24502b-f9bb-438a-93e5-be837558865e,Subspecies,EuroMed,3.7,2.0,1,,,,8.4,2.0,1,,,,3.2,2.3,1
Aconitum firmum subsp. moravicum,41338d91-b223-4683-8e6e-dcd54cb4ce58,Subspecies,EuroMed,5.9,2.2,1,6.2,2.4,1,6.0,2.4,1,4.5,2.5,1,2.8,2.4,1
Aconitum flerovii,197dd082-c70b-49a7-a025-1037078110ea,Species,EuroMed,5.2,2.0,1,7.8,2.4,1,6.7,1.8,1,3.7,5.6,1,4.0,1.2,1
Aconitum karakolicum,AT0e948e-47a5-486b-b5c3-aa160f874674,Species,additionalTaxa,4.7,1.0,1,,,,,,,4.4,6.9,1,5.2,1.2,1
Aconitum lasiocarpum,1bc80adf-4c8a-41c6-b702-014940c24c58,Species,EuroMed,6.0,0.9,2,6.5,1.2,1,6.2,0.5,1,6.6,0.5,1,3.2,0.3,1
Aconitum lupicida,4dd72dab-fb63-408f-90a4-7c1a7b2ee02c,Species,EuroMed,5.9,2.5,1,7.7,2.9,1,7.6,2.8,1,3.5,2.8,1,2.8,2.6,1
Aconitum lycoctonum,21f38e3b-a0fc-4597-bfbc-f422f1150158,Species,EuroMed,5.4,3.9,10,7.0,4.8,9,7.0,4.1,10,4.4,6.2,8,2.9,4.6,10
Aconitum lycoctonum subsp. lasiostomum,d432bcef-e83a-4adc-94ea-f9face9b84b3,Subspecies,EuroMed,5.3,3.5,3,6.3,4.4,1,6.0,2.1,2,4.5,8.6,2,3.8,3.6,3
Aconitum lycoctonum subsp. lycoctonum,7d774523-39ac-44b5-84b0-96f49e0cb78b,Subspecies,EuroMed,5.9,2.2,2,8.1,3.6,2,7.1,2.6,2,2.6,3.8,2,3.2,3.4,2
Aconitum lycoctonum subsp. neapolitanum,4468b53f-fbc7-430e-b3d8-bf1e5a828381,Subspecies,EuroMed,5.8,3.3,7,7.3,2.6,5,7.2,4.5,6,5.1,5.3,5,2.6,4.3,6
Aconitum lycoctonum subsp. septentrionale,fa88ef59-f5b6-4a42-a358-f663c56d0a15,Subspecies,EuroMed,5.2,3.3,2,,,,,,,3.0,6.9,1,3.1,4.3,1
Aconitum lycoctonum subsp. vulparia,270330f8-1314-40bc-8961-8c8f61208f5f,Subspecies,EuroMed,5.5,2.9,17,7.5,4.4,12,7.0,3.2,15,3.2,4.0,12,3.4,3.3,15
Aconitum lycotonum subsp. vulparia,AS639614-3975-4a40-a92d-bbfbe5366e4a,Subspecies,additionalTaxa,5.9,2.0,1,,,,7.4,2.0,1,,,,3.2,2.3,1
Aconitum moldavicum,81820052-da14-466c-9f7c-f1e69e3cf9be,Species,EuroMed,5.1,2.2,6,6.8,2.7,3,6.2,2.7,5,3.6,1.9,3,3.3,2.4,5
Aconitum moldavicum subsp. hosteanum,011e6a28-8a3b-422b-9aea-3952af4ba2dc,Subspecies,EuroMed,4.5,2.4,2,4.1,2.2,1,5.9,3.2,2,4.5,7.1,1,2.9,2.7,2
Aconitum moldavicum subsp. moldavicum,81820052-da14-466c-9f7c-f1e69e3cf9be,Subspecies,EuroMed,4.9,4.0,2,6.9,5.5,1,5.5,1.7,2,8.1,2.8,1,3.4,4.7,2
Aconitum nanum,ATa7a798-fd33-4242-a72c-19330033d3ad,Species,additionalTaxa,5.1,2.6,1,2.5,3.3,1,4.9,3.7,1,6.7,5.7,1,1.3,1.3,1
Aconitum napellus,b22fd87e-999e-4d3e-a736-9d606691f8cd,Species,EuroMed,6.0,2.3,12,7.5,4.7,9,6.8,3.6,9,6.5,9.1,8,2.9,7.3,7
Aconitum napellus aggr.,b22fd87e-999e-4d3e-a736-9d606691f8cd,Species Aggregate,EuroMed,4.9,5.1,8,6.7,4.7,7,6.6,6.0,8,6.7,5.4,8,2.4,5.3,8
Aconitum napellus subsp. corsicum,f6c9d83c-9a40-4a75-8cc4-99e6ec9d9ce4,Subspecies,EuroMed,5.9,2.5,1,7.4,2.9,1,7.2,2.8,1,7.0,2.8,1,1.3,2.6,1
Aconitum napellus subsp. fissurae,AS9eb899-0f35-42c4-898b-6eac3e32c884,Subspecies,additionalTaxa,3.7,2.0,1,,,,6.4,2.0,1,,,,3.2,2.3,1
Aconitum napellus subsp. lusitanicum,9693627e-7319-4c50-ad78-5a36cbc47326,Subspecies,EuroMed,6.0,2.3,5,7.3,3.9,5,6.5,4.9,5,6.5,4.2,5,2.8,3.3,4
Aconitum napellus subsp. napellus,b22fd87e-999e-4d3e-a736-9d606691f8cd,Subspecies,EuroMed,6.1,2.5,3,7.4,4.3,3,6.9,5.8,3,6.0,3.5,3,3.8,5.6,3
Aconitum napellus subsp. vulgare,b79edc4e-93c5-4fbe-ad67-ce440b1812b6,Subspecies,EuroMed,6.3,2.2,4,8.1,5.3,4,6.3,5.0,4,6.4,5.1,4,2.0,3.2,4
Aconitum orientale,dd09bc1f-8cca-43be-9dd2-af579f5f9c87,Species,EuroMed,4.4,2.5,1,6.5,2.9,1,4.3,2.8,1,3.4,2.8,1,2.5,2.6,1
Aconitum pilipes,289b1ec6-8f74-4386-867b-17dfc223f7a0,Species,EuroMed,5.6,1.8,1,7.2,2.4,1,5.4,2.2,1,5.4,2.2,1,1.7,2.3,1
Aconitum plicatum,a8b7a758-4092-4bc9-b7ee-6e93f95b3fc8,Species,EuroMed,5.3,3.2,6,6.6,2.7,4,6.2,3.1,6,6.2,2.9,5,2.3,3.4,6
Aconitum soongaricum,AT099e8a-09f8-4a57-a4a4-9420b07b6f59,Species,additionalTaxa,4.7,1.0,1,,,,,,,5.1,8.3,1,4.6,1.2,1
Aconitum tauricum,b5baebf9-95ca-4736-b3a5-4275cbfa7a03,Species,EuroMed,4.4,2.0,6,6.8,4.6,5,6.6,4.7,6,7.3,3.6,5,1.8,3.9,6
Aconitum toxicum,8457d625-10ed-492f-bacb-7564b658e4a3,Species,EuroMed,5.9,2.0,1,,,,8.4,2.0,1,,,,3.2,2.3,1
Aconitum variegatum,82d5a2b9-ba3a-4a3d-8cd1-d005a2b0beda,Species,EuroMed,5.6,3.2,16,7.2,3.5,11,7.7,4.6,13,4.9,4.4,11,3.3,3.7,13
Aconitum variegatum aggr.,f4d3e61f-2671-4646-9b1e-b0e7d3d29795,Species Aggregate,EuroMed,5.6,4.5,16,7.3,5.8,11,7.6,6.7,13,5.1,6.2,11,3.2,6.0,13
Aconitum variegatum subsp. nasutum,d49e40a9-48a8-4564-993a-a418117654e8,Subspecies,EuroMed,5.3,3.3,3,6.3,4.5,3,5.9,5.5,3,4.4,3.8,3,2.8,3.0,3
Aconitum variegatum subsp. pyrenaicum,a8ff2731-593a-4eb2-9fe9-8e179cd68f12,Subspecies,EuroMed,5.9,2.5,1,7.4,2.9,1,7.2,2.8,1,4.5,2.8,1,1.3,2.6,1
Aconitum variegatum subsp. variegatum,f4d3e61f-2671-4646-9b1e-b0e7d3d29795,Subspecies,EuroMed,5.3,3.4,6,7.0,4.4,5,8.5,3.8,6,5.9,5.1,4,3.1,3.5,6
Aconogonon ?fennicum,AH5c7495-a43d-4055-93aa-cf87c71cb77d,Species,additionalHybrids,5.6,2.5,1,7.0,2.9,1,3.9,2.8,1,6.1,2.8,1,2.0,2.6,1
Aconogonon alpinum,8e3c07f3-ac33-4122-aed1-51a3f094853e,Species,EuroMed,4.3,4.6,9,5.7,7.6,7,4.2,5.7,8,7.6,3.3,7,2.3,4.0,8
Aconogonon divaricatum,9c941454-6b38-4b88-aea3-4d922281d7b4,Species,EuroMed,5.6,2.5,1,6.0,2.9,1,3.9,2.8,1,7.4,2.8,1,4.1,2.6,1
Aconogonon panjutinii,d146dfc5-8bcd-4416-a415-6ddf2b98e951,Species,EuroMed,4.4,2.5,1,6.5,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Aconogonon weyrichii,23918dfe-b42a-41e1-8ddc-1f3684ec4f4a,Species,EuroMed,5.6,2.5,1,7.0,2.9,1,3.9,2.8,1,6.1,2.8,1,3.4,2.6,1
Acorus calamus,10188cbd-a2b3-45c2-88c5-6354bc86a3d2,Species,EuroMed,8.1,2.8,21,7.2,4.8,16,6.9,3.6,17,7.7,4.1,15,4.9,4.0,17
Actaea erythrocarpa,781caa69-8cec-44e1-b499-0ebca57a3944,Species,EuroMed,5.8,2.8,2,6.0,2.9,1,7.4,2.8,1,3.6,5.6,2,2.3,4.5,2
Actaea europaea,e8b70fc5-dbbb-4e3a-95ce-7ef8de543aa2,Species,EuroMed,4.5,2.5,9,6.7,5.4,5,7.2,6.6,8,4.0,4.8,5,3.8,3.3,8
Actaea rubra,5eca7778-d207-4f82-add7-ace513cbfe94,Species,EuroMed,4.3,2.5,1,6.0,2.9,1,5.1,2.8,1,3.6,2.8,1,2.7,2.6,1
Actaea spicata,bec2627d-e78f-4082-9d8b-ca6ee3dcfa13,Species,EuroMed,4.7,2.8,25,7.1,4.8,19,6.3,4.8,22,2.1,6.1,19,3.6,3.4,21
Actinidia chinensis,ATef452a-c86b-45d9-85c6-eccfabd455d1,Species,additionalTaxa,4.5,2.4,2,5.7,4.0,2,5.9,3.3,2,7.3,2.8,2,5.6,4.3,2
Actinidia kolomikta,AT524010-82b1-4687-8259-ddcb3aef8af9,Species,additionalTaxa,5.0,1.5,1,,,,,,,4.4,6.9,1,4.0,2.4,1
Acuston lunarioides,5a28c238-d50f-4171-8623-798635e3b394,Species,EuroMed,0.4,4.1,1,7.1,2.3,1,9.7,1.4,1,8.6,2.3,1,8.0,2.1,1
Adenocarpus complicatus,a5c2b453-8eb0-4632-b1ab-3b37a30098f6,Species,EuroMed,2.6,3.4,3,2.7,4.1,3,2.7,3.0,3,7.9,2.7,3,6.3,3.9,3
Adenocarpus complicatus subsp. commutatus,ddd102ff-d61b-4900-9dfb-e57c26b01210,Subspecies,EuroMed,2.6,2.5,1,1.8,2.9,1,1.8,2.8,1,8.2,2.8,1,5.5,2.6,1
Adenocarpus complicatus subsp. complicatus,2ba2d7df-d043-4201-ba0c-f4b1dba51aee,Subspecies,EuroMed,3.2,2.7,2,2.8,4.9,2,2.5,3.1,2,8.1,3.0,2,6.1,4.6,2
Adenocarpus complicatus subsp. lainzii,AT6f79f3-9ade-4e4f-ab32-af6fbeec9b9a,Subspecies,additionalTaxa,3.7,2.4,2,2.3,3.2,2,2.8,3.2,2,7.7,3.3,2,4.5,3.3,2
Adenocarpus telonensis,2da940d6-fe00-4e43-811d-e7509fc9d32a,Species,EuroMed,3.3,2.5,1,2.7,2.9,1,3.8,2.8,1,8.2,2.8,1,7.1,2.6,1
Adenophora liliifolia,07955bd4-ee28-4806-b677-f43413fa8a4e,Species,EuroMed,4.7,3.4,19,4.3,6.0,12,6.8,4.2,15,5.7,5.4,12,4.7,3.0,15
Adenophora tricuspidata,ATa00c57-b2d1-488b-9884-b05599092d14,Species,additionalTaxa,4.7,2.0,1,,,,,,,5.1,8.3,1,,,
Adenostyles alliariae,266a73e5-f78f-4111-bef5-0836d3c9ed85,Species,EuroMed,5.4,2.7,13,7.9,4.5,8,5.9,5.4,8,5.2,4.4,9,2.1,3.1,10
Adenostyles alliariae subsp. alliariae,d0040ba7-f056-4f0a-86d6-4c353b84712d,Subspecies,EuroMed,5.2,2.2,1,7.5,2.4,1,4.8,4.8,1,4.5,2.5,1,1.9,2.4,1
Adenostyles alpina,e822c549-d746-4aef-950a-2eb93ff8e021,Species,EuroMed,5.4,2.7,6,5.3,5.4,4,8.4,4.1,4,5.2,6.8,4,1.7,2.8,4
Adenostyles alpina subsp. alpina,e822c549-d746-4aef-950a-2eb93ff8e021,Subspecies,EuroMed,5.9,2.5,1,6.5,2.9,1,8.8,2.8,1,5.9,2.8,1,1.0,2.6,1
Adenostyles alpina subsp. australis,0f86c0a3-393a-4a3b-9c61-797db8f195f7,Subspecies,EuroMed,5.0,2.5,1,7.7,2.9,1,6.5,2.8,1,3.5,2.8,1,2.8,2.6,1
Adenostyles alpina subsp. briquetii,fac8b030-1030-4deb-8ff6-685a9dc55e74,Subspecies,EuroMed,5.9,2.5,1,7.4,2.9,1,7.2,2.8,1,7.0,2.8,1,1.3,2.6,1
Adenostyles alpina subsp. macrocephala,92b3a3c4-eb63-4ae6-a84f-3b53b5237bd3,Subspecies,EuroMed,5.9,2.5,1,7.7,2.9,1,6.5,2.8,1,5.9,2.8,1,4.6,2.6,1
Adenostyles alpina subsp. pyrenaica,323fcd18-9594-4cca-98df-848c025ab86d,Subspecies,EuroMed,5.3,2.7,3,7.9,3.6,2,6.4,5.5,3,4.5,5.1,2,2.0,3.1,3
Adenostyles leucophylla,d683836a-f075-4e6b-9154-6630c4d153ef,Species,EuroMed,6.1,2.4,2,3.6,4.6,2,4.3,4.3,2,7.3,7.3,2,1.0,4.2,2
Adiantum capillus-veneris,cf382236-e93a-4e82-b66e-1e0be150f2b6,Species,EuroMed,6.1,4.2,10,2.8,5.4,9,8.1,5.7,9,4.1,7.3,9,6.1,4.9,9
Adiantum pedatum,AT0624ff-8186-45b7-a8e7-83922af98cdc,Species,additionalTaxa,5.5,1.5,1,,,,,,,2.3,5.6,1,4.6,2.4,1
Adonis ?hybrida,AHd7e733-a572-46b7-a93e-62f566ec8a12,Species,additionalHybrids,2.9,2.1,2,1.3,2.9,1,8.3,3.7,2,9.1,2.8,1,5.1,2.7,2
Adonis aestivalis,746c14e0-9e54-4303-9477-89e7b4dd724b,Species,EuroMed,3.0,3.0,16,3.8,5.0,13,7.8,4.0,14,6.6,5.6,12,5.2,3.2,14
Adonis aestivalis aggr.,AG1a804a-83e9-4f87-a7a3-2ce64b4708ab,Species Aggregate,additionalAggregates,2.9,4.5,17,4.0,4.6,14,7.7,3.9,15,6.5,4.6,13,5.3,3.3,15
Adonis aestivalis subsp. aestivalis,746c14e0-9e54-4303-9477-89e7b4dd724b,Subspecies,EuroMed,3.1,2.4,3,5.0,2.5,3,8.1,3.0,3,7.3,5.0,3,5.5,2.8,3
Adonis aestivalis subsp. squarrosa,578fb18a-bab5-486b-bc59-41e502be414c,Subspecies,EuroMed,2.8,2.8,2,5.0,2.5,2,8.0,3.0,2,6.8,5.0,2,5.5,2.9,2
Adonis annua,f94bca2e-aad2-48d0-a065-b7803ca39e5c,Species,EuroMed,3.1,3.6,7,4.9,5.1,6,6.8,3.5,7,7.7,3.7,6,5.9,4.7,6
Adonis apennina,13724225-6c90-4dd3-b97f-b90cba971bb0,Species,EuroMed,4.2,2.0,1,,,,,,,7.1,4.2,1,3.4,2.4,1
Adonis cretica,0c3e6801-7c53-40eb-be03-8cdbaef1e989,Species,EuroMed,2.0,4.1,1,7.1,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Adonis distorta,1947d5fe-0723-4009-bb8c-7156c9454444,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,6.5,2.8,1,8.2,2.8,1,2.8,2.6,1
Adonis flammea,b250fa39-a071-41b1-88bf-c66a1003618b,Species,EuroMed,2.8,2.4,14,3.3,4.8,12,8.7,3.9,13,6.4,4.3,11,5.1,3.2,13
Adonis microcarpa,57f86dac-6ade-4275-90b2-f9d8f9f45ea2,Species,EuroMed,2.3,3.4,3,6.2,4.2,3,6.7,6.2,3,7.0,4.9,3,6.7,4.0,3
Adonis pyrenaica,cc01cf6d-21dc-4ba3-a213-9318a0ec6ddd,Species,EuroMed,4.4,2.6,2,3.8,4.8,2,7.7,2.3,2,7.5,2.4,2,2.0,2.8,2
Adonis vernalis,87db06f8-c0de-434d-bbfb-ca4a641c2cf9,Species,EuroMed,2.7,3.3,20,2.4,5.1,15,7.9,4.0,18,7.4,3.7,15,5.2,3.2,18
Adonis vernalis aggr.,AGd3fb9d-d938-45c2-b96b-a6636e13c6f1,Species Aggregate,additionalAggregates,2.8,4.9,21,2.5,4.8,16,7.8,6.0,19,7.4,3.3,16,4.9,8.5,19
Adonis volgensis,a317e0bb-bcf3-49e1-8a0e-1bb606d07cbf,Species,EuroMed,2.3,2.7,4,4.1,4.4,1,8.3,5.1,2,7.6,4.4,2,5.0,3.6,3
Adoxa moschatellina,857aee32-0df6-454f-b0a9-ba787652b40b,Species,EuroMed,5.2,3.0,24,7.4,5.9,18,7.0,3.3,21,3.5,5.1,18,3.8,4.6,16
Aegilops bicornis,182c2929-1639-41de-96ed-76a1ae82fdc3,Species,EuroMed,0.7,2.5,1,5.1,2.9,1,7.2,2.8,1,9.4,2.8,1,8.1,2.6,1
Aegilops biuncialis,3af606b6-d803-475b-b89a-059732ccee2f,Species,EuroMed,2.7,4.0,3,5.8,7.6,2,7.1,3.9,2,8.1,2.9,2,7.1,2.6,2
Aegilops biuncialis subsp. archipelagica,f0b76568-602c-41ed-880b-4caf08724b08,Subspecies,EuroMed,,,,,,,,,,8.6,2.3,1,,,
Aegilops biuncialis subsp. biuncialis,b120a3c8-fce3-4054-b773-6797f36ec9da,Subspecies,EuroMed,3.7,4.1,1,4.8,2.3,1,7.0,2.7,1,7.5,2.3,1,7.5,4.1,1
Aegilops caudata,af842506-7ea6-40b7-8479-ddfcb82ccaca,Species,EuroMed,3.3,2.5,1,3.6,2.9,1,7.7,2.8,1,8.6,2.8,1,8.0,2.6,1
Aegilops caudata subsp. caudata,26d682db-a4f7-4568-a408-a44e65a820c3,Subspecies,EuroMed,2.8,4.1,1,2.5,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,4.1,1
Aegilops caudata subsp. polyathera,f4b07ead-60df-4b08-93de-5321dd2e874f,Subspecies,EuroMed,3.7,4.1,1,4.8,2.3,1,7.0,2.7,1,8.6,2.3,1,8.0,2.1,1
Aegilops columnaris,72a2a724-b80d-46eb-ad7c-7c25824c349d,Species,EuroMed,3.7,4.1,1,4.8,2.3,1,9.7,1.4,1,8.6,2.3,1,8.0,2.1,1
Aegilops comosa,2da8770d-cc3d-40b3-bf9a-d6564404ef4b,Species,EuroMed,2.8,4.1,1,,,,,,,8.6,2.3,1,8.0,2.1,1
Aegilops comosa subsp. comosa,9325a98f-a292-44c7-a94d-93fc6bf20e82,Subspecies,EuroMed,2.8,4.1,1,,,,,,,8.6,2.3,1,8.0,2.1,1
Aegilops comosa subsp. heldreichii,80a57b38-f90e-4917-a950-853c416cf717,Subspecies,EuroMed,2.8,4.1,1,,,,,,,8.6,2.3,1,8.0,2.1,1
Aegilops cylindrica,b3297a1f-7052-4bb7-94e2-bf12e323a314,Species,EuroMed,2.2,4.1,12,4.4,5.8,8,6.1,5.2,9,9.0,4.0,8,6.0,5.1,11
Aegilops geniculata,348be2c7-14c7-47a4-9a51-9f25bcc826f9,Species,EuroMed,2.5,4.9,7,4.8,5.2,6,6.8,4.5,7,9.0,4.1,6,6.5,4.9,7
Aegilops geniculata aggr.,AS05cd01-a59a-40f6-92c5-4d559481b478,Species Aggregate,additionalTaxa,1.5,1.8,1,4.9,2.4,1,5.4,2.2,1,9.8,2.2,1,6.6,2.3,1
Aegilops neglecta,7fe756eb-5af3-4371-8a5d-64ba6b9ff2f7,Species,EuroMed,1.9,4.2,7,5.4,4.8,5,7.0,4.3,6,9.0,4.2,5,7.3,5.4,6
Aegilops peregrina,dd90c437-d046-4c28-815b-0b488e4dc713,Species,EuroMed,3.7,4.1,1,4.8,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Aegilops speltoides,45da7636-846e-44f6-b677-8a59c0a09cf6,Species,EuroMed,4.2,2.5,1,5.3,2.9,1,5.3,2.8,1,8.2,2.8,1,7.3,2.6,1
Aegilops triuncialis,bcc38ace-07bc-415a-8a17-772ab839f77c,Species,EuroMed,2.0,3.7,8,5.2,6.4,6,6.6,4.8,7,9.0,4.0,6,6.9,4.1,7
Aegilops umbellulata,1c326ddf-d727-40f4-822e-2e9f1a232b7d,Species,EuroMed,3.7,4.1,1,4.8,2.3,1,7.0,2.7,1,8.6,2.3,1,7.5,2.1,1
Aegilops uniaristata,504ce8b9-a4ed-4ee0-8685-cd4176f61fb3,Species,EuroMed,4.2,2.5,1,5.3,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Aegilops ventricosa,57f71d40-2886-4e20-90e7-c171e6ca5b78,Species,EuroMed,1.6,3.3,3,5.9,4.6,3,6.0,4.0,3,9.1,3.6,3,7.3,3.4,3
