TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Trisetum spicatum subsp. ovatipaniculatum,20c7ad4a-a34d-42e9-8a16-6eb0c78c3bc1,Subspecies,EuroMed,4.3,2.3,3,0.7,2.8,3,7.1,2.5,3,9.4,2.8,3,0.1,2.8,3
Trisetum subalpestre,810e8231-c9f2-4247-89a2-0d92824322a3,Species,EuroMed,5.6,2.5,1,,,,7.4,2.8,1,7.4,2.8,1,1.3,2.6,1
Triticum aestivum,b43fbb20-ef89-49a2-90af-c4d07f0845a0,Species,EuroMed,4.3,2.6,2,6.5,5.2,2,6.7,3.3,2,8.2,2.8,2,6.4,2.6,1
Triticum aestivum aggr.,b43fbb20-ef89-49a2-90af-c4d07f0845a0,Species Aggregate,EuroMed,4.0,4.4,4,6.2,7.0,4,6.6,6.4,4,8.3,3.4,4,5.5,5.8,3
Triticum aestivum subsp. aestivum,b43fbb20-ef89-49a2-90af-c4d07f0845a0,Subspecies,EuroMed,4.0,1.8,1,7.2,2.4,1,5.4,2.2,1,7.6,2.2,1,5.0,2.3,1
Triticum aestivum subsp. compactum,0c6df261-d314-49f4-b04b-6007bf100acd,Subspecies,EuroMed,4.0,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,2.2,1,5.0,2.3,1
Triticum aestivum subsp. spelta,d1c0e310-d9b3-4352-987b-487c91cf25b2,Subspecies,EuroMed,3.2,1.9,2,5.6,3.7,2,5.8,2.9,2,7.9,2.8,2,5.1,2.5,2
Triticum monococcum,383c7045-8f5f-4679-85dc-8c9a5b07fe01,Species,EuroMed,3.8,2.6,3,4.7,5.5,3,6.3,4.1,3,8.0,2.7,3,5.5,3.5,3
Triticum monococcum subsp. aegilopoides,7a6d057e-b0d2-4b53-a886-21abeba8947e,Subspecies,EuroMed,3.3,4.1,1,5.2,6.6,1,6.4,3.7,1,8.1,2.8,1,6.1,0.6,1
Triticum turgidum,dd5e1355-bfc7-49bb-8820-ef0cde57972f,Species,EuroMed,3.8,3.4,2,5.8,3.8,2,7.4,4.7,2,8.8,4.0,2,5.8,3.9,2
Triticum turgidum subsp. dicoccon,e5a25848-f077-4d8a-b810-e3b583d17046,Subspecies,EuroMed,3.6,2.5,2,5.6,3.7,2,8.0,3.0,2,8.5,4.0,2,5.5,2.9,2
Triticum turgidum subsp. durum,2aa26a1f-c5fd-408c-b9b6-b2f3e25c2261,Subspecies,EuroMed,3.2,1.8,1,4.9,2.4,1,7.6,2.2,1,7.6,2.2,1,5.8,2.3,1
Triticum turgidum subsp. polonicum,AS17e61b-edfe-443d-af9a-03a98962dd6e,Subspecies,additionalTaxa,3.6,2.5,2,5.6,3.7,2,7.4,2.6,2,8.5,4.0,2,5.5,2.9,2
Triticum turgidum subsp. turgidum,dd5e1355-bfc7-49bb-8820-ef0cde57972f,Subspecies,EuroMed,3.6,2.5,2,5.6,3.7,2,6.9,5.2,2,8.5,4.0,2,5.5,2.9,2
Trochiscanthes nodiflora,980c2688-3b16-4d49-8572-acbe7707d117,Species,EuroMed,3.7,2.9,2,5.1,2.8,2,5.4,2.3,2,2.8,3.1,2,3.5,3.6,2
Trollius asiaticus,0d851be5-5050-4898-aba9-323ac00528b5,Species,EuroMed,5.7,2.9,1,,,,,,,5.1,8.3,1,2.5,4.3,1
Trollius europaeus,ad790fb4-07b8-41ab-b24a-d68b72e8beeb,Species,EuroMed,5.9,2.8,22,5.6,5.5,16,6.1,4.5,19,7.7,8.1,15,2.5,3.8,17
Trollius europaeus subsp. europaeus,903f764f-9e8c-4440-895f-efb156654fc8,Subspecies,EuroMed,5.9,1.3,3,7.0,2.1,2,7.3,2.2,3,6.8,0.9,2,2.8,3.4,3
Trollius europaeus subsp. transsilvanicus,e18e9d21-bad8-4517-b7ed-e0857e7e8d94,Subspecies,EuroMed,5.9,1.4,2,5.8,3.3,2,6.1,1.6,2,7.7,3.0,2,2.3,3.6,2
Trollius ledebourii,AT0c60b5-0a4b-4fc6-b90e-b938d1c635bf,Species,additionalTaxa,,,,,,,,,,5.1,8.3,1,4.3,3.0,1
Trollius ranunculinus,9a32dcaa-4ffe-4f62-8c84-cc93b7ef4192,Species,EuroMed,7.0,2.5,1,1.8,2.9,1,2.9,2.8,1,7.5,2.8,1,1.3,2.6,1
Trollius sibiricus,ATb97788-4602-4982-8c4c-2ac5b75b2e96,Species,additionalTaxa,5.2,2.0,1,,,,,,,5.1,8.3,1,1.9,3.0,1
Tropaeolum majus,0922769b-0288-456c-bc94-c1018e30975a,Species,EuroMed,5.6,1.8,1,7.2,2.4,1,5.4,2.2,1,7.6,2.2,1,6.6,2.3,1
Tsuga canadensis,2e6819ad-8e7a-4c45-84b4-47dc760f2ec7,Species,EuroMed,,,,,,,,,,3.0,9.7,1,4.6,2.4,1
Tsuga heterophylla,eff5ec8e-f491-4c5d-9cc4-3ecbdf55d71a,Species,EuroMed,5.3,3.7,2,3.0,2.9,1,2.2,2.8,1,4.2,10.0,2,4.3,4.3,1
Tuberaria acuminata,1be2426a-07c7-4550-ab59-931088381327,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,0.6,2.8,1,9.4,2.8,1,9.1,2.6,1
Tuberaria globulariifolia,b8192948-f59b-4cc6-bcb8-ebd2e6f0a928,Species,EuroMed,3.9,2.9,2,1.2,3.3,2,3.3,2.3,2,6.7,5.3,2,4.9,2.8,2
Tuberaria guttata,5184afd2-83b0-4d14-8825-0d362f666829,Species,EuroMed,1.9,3.2,8,1.1,3.6,8,4.3,4.0,8,8.9,3.7,8,5.7,4.2,7
Tuberaria lignosa,ebeef421-6bdf-486e-ace5-0fafb7e5cfff,Species,EuroMed,2.9,3.4,4,2.0,4.5,4,4.0,7.4,4,8.0,6.0,4,6.4,4.6,4
Tuberaria praecox,013ebbff-46f8-49d8-aef0-9a323297a292,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,0.6,2.8,1,9.4,2.8,1,8.2,2.6,1
Tulipa agenensis,6678f69d-7f36-4485-8ae2-4340fdc9526b,Species,EuroMed,3.6,2.5,2,5.6,3.7,2,7.4,2.6,2,7.3,2.9,2,5.5,2.9,2
Tulipa biebersteiniana,b9ff0f54-625d-45a4-bc4f-af29964a2a96,Species,EuroMed,3.2,4.1,3,4.8,7.5,2,6.7,4.6,2,7.6,4.4,2,5.1,2.7,2
Tulipa biflora,a96d3971-9bc4-46a0-bfa7-f0d6ef556c1d,Species,EuroMed,1.3,3.1,3,4.1,4.4,1,7.2,3.7,1,8.3,3.1,2,4.9,1.9,2
Tulipa clusiana,54626a37-0344-412f-811a-008c96b61360,Species,EuroMed,3.2,1.9,2,5.6,3.7,2,6.3,4.0,2,7.3,2.9,2,5.0,3.9,2
Tulipa cretica,e1113788-2015-4355-ae32-0edbb45b2e67,Species,EuroMed,1.2,4.1,1,1.4,2.3,1,8.4,2.7,1,9.8,2.3,1,6.4,4.1,1
Tulipa gesneriana,2bfbe572-540b-4078-ab26-753c1c8d94ac,Species,EuroMed,3.4,2.6,3,5.6,3.7,3,7.2,2.6,3,6.9,3.4,3,4.0,4.3,3
Tulipa gesneriana aggr.,AG523302-56fb-4482-8047-af0471bc8bac,Species Aggregate,additionalAggregates,3.4,2.6,3,5.7,3.5,3,6.7,6.2,3,6.9,3.4,3,4.9,5.9,3
Tulipa greigii,AT867126-5eb8-4ad2-8ce4-fc4330475200,Species,additionalTaxa,0.3,2.0,1,,,,,,,7.8,2.8,1,4.6,1.2,1
Tulipa hungarica,2544a7d3-36c2-492e-bb5e-505349953139,Species,EuroMed,2.2,2.0,1,,,,6.4,2.0,1,,,,5.8,2.3,1
Tulipa orphanidea subsp. orphanidea,adcb4208-1290-4d90-b823-635361b9201f,Subspecies,EuroMed,3.3,4.1,1,3.1,2.3,1,5.7,2.7,1,8.0,2.3,1,7.5,2.1,1
Tulipa saxatilis,17f41d04-faa1-426c-9b44-d114bbbe9c70,Species,EuroMed,2.9,4.8,2,5.4,4.6,2,6.4,2.8,2,7.2,2.7,2,6.2,4.5,2
Tulipa suaveolens,02060ae9-ce77-415a-a49b-f4e30d89876a,Species,EuroMed,1.3,3.3,3,4.7,5.5,1,7.6,4.5,1,8.3,3.1,2,4.6,2.6,2
Tulipa sylvestris,bbf86d3b-5f25-4db6-b6fc-68271d8f4491,Species,EuroMed,3.6,3.2,10,5.1,4.8,9,7.3,5.0,11,7.0,3.9,9,5.0,5.0,11
Tulipa sylvestris subsp. australis,ef9b12e6-94c9-4491-a5ea-c849401a6ed3,Subspecies,EuroMed,3.5,3.6,6,4.2,5.7,5,6.2,3.9,6,7.4,3.8,5,3.6,5.6,6
Tulipa sylvestris subsp. sylvestris,bbf86d3b-5f25-4db6-b6fc-68271d8f4491,Subspecies,EuroMed,3.7,4.0,4,5.5,3.3,4,7.4,2.7,5,7.1,2.8,4,5.3,4.3,5
Turgenia latifolia,eed4ffab-ad9f-4c0b-b404-4c6e65bb87ac,Species,EuroMed,3.1,3.7,15,3.3,5.4,13,8.5,5.1,14,7.7,4.0,13,5.6,4.7,15
Turritis glabra,a7fd91b8-94c0-402e-bd31-498d2a70f69b,Species,EuroMed,3.3,2.9,22,4.9,5.9,18,6.6,4.8,20,6.2,4.6,17,4.4,3.7,18
Tussilago farfara,7e9ab13d-e645-4706-9c27-b6061a4a1456,Species,EuroMed,5.0,3.4,26,5.5,6.7,18,7.3,3.9,22,7.5,5.4,20,4.0,5.3,17
Typha ?bavarica,AHcdf3b3-8d81-4614-a777-9146d90c36ab,Species,additionalHybrids,8.5,2.5,1,2.7,2.9,1,7.2,2.8,1,8.2,2.8,1,2.3,2.6,1
Typha ?glauca,AH1917a2-e615-4833-a688-ffd57dbc12f2,Species,additionalHybrids,7.6,2.5,1,7.4,2.9,1,7.2,2.8,1,8.2,2.8,1,4.2,2.6,1
Typha ?provincialis,AH00f12f-bd91-4cab-b8a2-9cd25be8910d,Species,additionalHybrids,7.6,2.5,1,7.4,2.9,1,7.2,2.8,1,8.2,2.8,1,7.1,2.6,1
Typha angustifolia,cd2e490d-8264-4d77-a171-70e45638d595,Species,EuroMed,8.0,3.4,23,7.2,5.2,17,6.7,5.7,17,8.0,3.1,16,4.8,4.3,18
Typha domingensis,8d0b5b10-ad74-4f53-a605-881a5ba44a35,Species,EuroMed,7.9,3.3,6,6.3,4.7,5,7.1,5.6,6,8.0,3.1,5,5.6,4.9,6
Typha domingensis ? laxmannii,AHd63da2-1584-42d8-9be5-a77a983fc726,Species,additionalHybrids,7.6,2.5,1,6.2,2.9,1,6.1,2.8,1,8.2,2.8,1,6.1,2.6,1
Typha elephantina,4ff7f0bc-3cf1-4870-ba82-153538b3215f,Species,EuroMed,4.7,4.9,1,,,,,,,7.8,2.8,1,7.0,2.4,1
Typha latifolia,9ac6009f-f576-4e54-a826-5c188787baf2,Species,EuroMed,8.0,3.1,25,7.8,5.2,18,6.7,5.3,20,7.8,3.6,18,4.5,3.7,19
Typha latifolia aggr.,AG6574c7-7abc-46ce-9ced-4f90729f1d08,Species Aggregate,additionalAggregates,8.0,2.9,27,6.8,6.6,20,6.8,5.9,20,8.0,3.2,20,4.6,6.2,21
Typha laxmannii,09ce32d6-0a26-426f-8584-65044476d598,Species,EuroMed,7.7,4.0,10,6.4,4.8,7,7.7,4.7,8,8.1,2.9,7,5.3,4.5,9
Typha lugdunensis,a56ed3f2-6bf2-4818-b61a-38c9ec35ae9d,Species,EuroMed,7.6,2.5,1,,,,,,,,,,,,
Typha minima,29dea3b8-cac6-408d-9304-36e85fafc65c,Species,EuroMed,7.6,3.0,12,2.9,5.9,9,7.8,3.6,10,8.1,2.4,8,4.5,6.1,9
Typha minima aggr.,AG4f1975-5002-4493-af26-9fb709e768cd,Species Aggregate,additionalAggregates,7.4,2.5,1,2.0,2.9,1,8.2,2.8,1,8.2,2.8,1,,,
Typha shuttleworthii,d7ca3796-cc69-476d-89dd-bed86d193016,Species,EuroMed,8.2,2.6,12,4.1,6.5,9,7.1,6.0,10,8.2,2.6,8,3.7,5.4,9
Tyrimnus leucographus,3e198bc5-671f-4637-9290-90e0fb1833b3,Species,EuroMed,2.6,5.2,3,7.4,2.8,3,6.5,4.5,3,7.9,3.6,3,7.8,2.7,3
Ulex breoganii,ATe6ab3c-df5e-4a8c-be7b-3463ffd4749b,Species,additionalTaxa,4.2,2.5,1,1.5,2.9,1,2.6,2.8,1,8.2,2.8,1,6.1,2.6,1
Ulex cantabricus,1506ab63-e841-471a-9cb6-f1923266ce61,Species,EuroMed,4.5,2.5,1,1.8,2.9,1,2.3,2.8,1,8.0,2.8,1,5.1,2.6,1
Ulex europaeus,0ecd52fd-37bc-4cb3-a30f-f85ec2375125,Species,EuroMed,4.0,2.8,13,2.5,4.0,11,3.3,4.0,11,7.3,4.0,12,4.6,3.5,11
Ulex europaeus subsp. europaeus,84be7c3b-27e7-48d3-b577-89e278f28eee,Subspecies,EuroMed,3.7,2.5,1,2.7,2.9,1,3.2,2.8,1,8.2,2.8,1,5.2,2.6,1
Ulex gallii,f9b3a39b-fc3e-46b6-9743-1261a0431868,Species,EuroMed,4.9,3.2,5,1.5,3.2,4,2.6,3.8,4,7.6,3.8,4,4.7,3.3,3
Ulex minor,5a99de44-f9b7-4b2e-97b1-40f9d06839ae,Species,EuroMed,4.8,3.1,4,2.0,3.2,3,0.8,3.6,3,6.9,4.5,3,5.5,2.9,2
Ulex parviflorus,c400dcee-e497-447e-8e15-6adc03e7186d,Species,EuroMed,2.3,1.8,1,2.5,2.4,1,5.4,4.4,1,7.6,2.2,1,6.6,2.3,1
Ulmus ?hollandica,AH8f354b-f36b-437b-a3af-bdb94603acb6,Species,additionalHybrids,4.6,3.3,2,6.7,4.3,2,7.3,2.9,2,6.5,3.6,2,4.2,4.5,2
Ulmus glabra,d09d49f1-b1b8-4106-aa39-feaccc59c956,Species,EuroMed,5.4,3.1,24,7.1,4.4,19,6.3,4.7,20,3.7,5.8,18,4.1,3.7,20
Ulmus glabra aggr. s. l.,ASb93705-1214-4e28-b4ac-9cce69e711a8,Species Aggregate s. l.,additionalTaxa,5.6,1.8,1,4.9,4.7,1,5.4,4.4,1,3.2,4.4,1,5.0,4.5,1
Ulmus laciniata,AT1bbe4e-391b-4600-a669-f1de82d8623b,Species,additionalTaxa,4.7,2.9,1,,,,,,,3.7,10.0,1,4.3,3.0,1
Ulmus laevis,7d2776d9-ad0c-40bc-ba24-f6faa7fe9c17,Species,EuroMed,6.1,3.2,20,7.3,3.9,16,6.9,3.9,18,4.0,6.4,15,4.5,3.1,18
Ulmus minor,29b4d4e3-3d71-4e6b-ab8e-14bc9c5eb2a0,Species,EuroMed,4.9,4.8,16,6.2,6.6,11,7.6,3.3,17,5.1,4.6,14,5.3,3.6,16
Ulmus minor aggr.,AG2589aa-f873-40ba-84c5-a396fe03d8fb,Species Aggregate,additionalAggregates,4.3,4.0,4,6.9,4.1,3,8.1,5.3,4,4.8,4.1,3,4.8,3.7,3
Ulmus minor subsp. canescens,1272fe4e-6112-4470-8fe6-69075fcf276a,Subspecies,EuroMed,5.1,5.4,3,4.8,5.4,3,6.6,4.2,3,5.5,3.0,2,6.5,4.2,3
Ulmus minor subsp. minor,91fa464f-3ead-4460-8beb-3aaa1543fa91,Subspecies,EuroMed,4.7,4.4,7,5.8,7.9,7,7.3,4.5,8,5.1,9.5,7,5.1,3.4,8
Ulmus plotii,a937b882-247b-45d2-b263-3acf20d7c4a8,Species,EuroMed,4.3,2.5,1,7.7,2.9,1,6.9,2.8,1,4.2,2.8,1,,,
Ulmus procera,4412a0fe-627d-46ad-87b9-db12b3b7de72,Species,EuroMed,4.3,3.6,4,6.9,4.1,3,8.1,4.5,4,4.8,4.1,3,4.8,3.5,3
Ulmus pumila,0b913ab5-aad7-4820-81e7-87f9e8ff9354,Species,EuroMed,4.5,5.1,2,4.2,9.6,1,7.2,6.6,2,5.7,6.9,1,4.6,2.6,2
Umbilicus albido-opacus,b50f0bb1-2dbf-4487-9df7-def8fa966b8c,Species,EuroMed,2.0,4.1,1,,,,8.4,2.7,1,,,,7.5,2.1,1
Umbilicus chloranthus,3f1bd9a3-3aa9-4bfb-b22b-79f921f69e89,Species,EuroMed,2.0,4.1,1,,,,4.3,2.7,1,,,,7.5,4.1,1
Umbilicus heylandianus,00a0c450-e39d-408e-bbc1-8ee5ce3b72fa,Species,EuroMed,2.2,2.4,2,2.9,2.2,2,6.9,3.7,2,7.7,3.3,2,5.8,3.1,2
Umbilicus horizontalis,d0ec6535-18c5-4d33-bb5d-f7c2045ff247,Species,EuroMed,2.3,4.7,2,3.9,4.1,2,7.4,3.3,2,6.1,5.1,2,6.4,4.2,2
Umbilicus luteus,57a4fd30-e40e-43bd-8cde-d4d7bcdad6ae,Species,EuroMed,2.0,4.1,1,4.8,2.3,1,8.4,2.7,1,7.5,2.3,1,5.4,2.1,1
Umbilicus oppositifolius,4e3ab3b0-68f3-422e-bd8e-7bc4d043a8be,Species,EuroMed,4.8,1.8,1,2.5,2.4,1,5.4,2.2,1,5.4,2.2,1,5.8,2.3,1
Umbilicus parviflorus,e14ceb4b-03cc-48c8-b030-4422ab65d701,Species,EuroMed,2.8,4.1,1,4.8,2.3,1,8.4,2.7,1,6.3,2.3,1,7.5,4.1,1
Umbilicus rupestris,1caee7ab-461d-4d43-8fd9-ac967cbc5bd5,Species,EuroMed,3.4,3.9,6,3.2,3.6,6,5.6,3.6,6,6.5,7.2,6,6.3,3.2,5
Urospermum dalechampii,a5352e2a-8456-444c-854f-70d4f784083a,Species,EuroMed,3.0,2.4,3,4.3,4.9,3,6.4,5.9,3,8.4,3.7,3,6.7,2.8,3
Urospermum picroides,031dfe8e-6368-4928-a7f8-8121eb09b244,Species,EuroMed,2.4,2.7,4,5.6,5.9,4,8.0,4.3,4,8.7,4.1,4,7.0,4.6,4
Urtica atrovirens,b4654ca4-74cc-434c-8bf8-40fca0520270,Species,EuroMed,3.4,2.6,2,7.5,5.0,2,6.3,4.7,2,7.6,3.9,2,6.7,3.3,2
Urtica cannabina,b48afb60-a7b6-4714-91c4-6eda9d2bc4d0,Species,EuroMed,3.9,4.6,2,7.4,4.4,1,6.4,3.7,1,6.9,5.4,2,4.4,3.7,2
Urtica dioica,38a24b86-06a8-4ec6-962a-b816db7c7a67,Species,EuroMed,5.0,3.6,28,8.7,5.3,21,6.6,4.8,24,5.4,7.9,15,4.1,5.0,18
Urtica dioica subsp. dioica,38a24b86-06a8-4ec6-962a-b816db7c7a67,Subspecies,EuroMed,4.8,3.7,4,9.7,3.7,3,6.5,3.7,4,5.0,5.3,2,3.9,5.4,4
Urtica dioica subsp. pubescens,03961473-6879-467a-9aa7-cd2defd3fda5,Subspecies,EuroMed,6.0,3.9,3,8.7,4.8,3,6.2,3.8,3,5.7,6.3,2,4.5,4.6,3
Urtica dioica subsp. sondenii,2b39c963-6380-454c-a3d7-96167c292135,Subspecies,EuroMed,5.6,1.8,1,7.2,2.4,1,5.4,2.2,1,3.2,4.4,1,2.5,4.5,1
Urtica kioviensis,113d50a6-08da-4e2b-987c-0643b17d9d80,Species,EuroMed,6.9,4.1,10,7.6,5.2,7,6.9,3.5,8,7.1,6.8,7,5.0,3.0,8
Urtica membranacea,7be115ea-933f-438f-be94-59a81830607a,Species,EuroMed,3.9,4.4,5,7.7,4.2,5,7.2,4.7,5,7.1,3.4,5,6.6,4.3,5
Urtica pilulifera,0a2873f0-62ec-4cee-afa3-55c307347adc,Species,EuroMed,4.4,4.5,5,8.3,5.6,5,7.0,5.9,4,7.1,3.8,5,6.7,3.6,5
Urtica rupestris,f98f9606-97a9-4746-9d23-836d4f755c09,Species,EuroMed,4.2,2.5,1,3.0,2.9,1,8.8,2.8,1,3.5,2.8,1,7.3,2.6,1
Urtica urens,a7a60b2f-a2dc-43ac-be29-012da0f8ca33,Species,EuroMed,4.2,3.8,23,8.5,4.8,20,6.3,6.0,19,7.3,4.7,19,4.5,4.8,20
Utricularia australis,16d67535-1473-4161-98ba-e421c12be82b,Species,EuroMed,8.9,2.7,18,3.9,4.7,14,5.2,4.8,16,8.3,4.5,14,4.5,3.3,15
Utricularia bremii,945637b6-33b9-4c1d-9590-0ab7ea38bd83,Species,EuroMed,9.0,2.7,10,1.9,3.1,7,3.8,4.4,9,8.1,2.7,7,4.8,4.2,9
Utricularia intermedia,cfb0aa62-b212-4a97-81da-654cee2a70fb,Species,EuroMed,8.6,4.0,15,1.7,5.3,14,6.7,6.2,14,7.8,3.6,14,3.9,4.7,12
Utricularia intermedia aggr.,AS549691-c4c8-4215-a4d1-fd3c0e7efb18,Species Aggregate,additionalTaxa,8.7,3.6,16,1.7,5.8,14,5.3,7.5,14,7.7,3.5,14,3.9,3.9,12
Utricularia minor,947582d1-993c-4796-8e4d-0db4a1a255cc,Species,EuroMed,8.5,3.2,19,2.7,5.2,16,5.8,5.6,17,7.8,3.6,15,3.7,4.5,15
Utricularia minor aggr.,AGe7f81e-6ae4-4c80-9334-db03076df438,Species Aggregate,additionalAggregates,8.6,3.3,21,2.6,4.6,17,5.4,5.1,18,7.8,3.5,16,3.9,5.3,16
Utricularia ochroleuca,2272e17e-643d-418c-817f-c14f1a0c6362,Species,EuroMed,9.0,2.4,10,1.1,4.2,10,2.6,3.7,10,7.6,3.2,10,3.9,3.7,9
Utricularia stygia,eda3da4f-24ba-4c1f-9900-073db9341967,Species,EuroMed,8.9,2.9,5,1.8,4.2,5,4.0,4.3,5,8.2,3.0,5,3.4,3.7,4
Utricularia vulgaris,30c13673-5643-4223-a197-b48ebb512f3d,Species,EuroMed,8.9,2.6,21,5.2,5.3,17,5.9,5.4,18,6.9,3.7,16,4.2,3.9,16
Utricularia vulgaris aggr.,AG651b68-f00f-46e3-b459-ef84e3596290,Species Aggregate,additionalAggregates,8.9,2.9,23,4.7,4.6,18,5.7,4.7,20,7.6,5.2,17,4.3,2.8,19
Vaccaria hispanica,7c92017a-7dce-4674-af1d-df6d4ca637f4,Species,EuroMed,3.1,3.9,20,4.5,5.1,17,8.0,5.8,19,7.3,3.7,17,4.8,5.1,19
Vaccaria hispanica subsp. hispanica,1364a73d-6d04-4711-a5f0-7de6a486f08f,Subspecies,EuroMed,2.8,3.8,2,3.5,3.0,2,8.8,3.3,2,6.9,2.5,2,5.0,3.3,2
Vaccinium arctostaphylos,cb35dd0e-a32f-47ca-90b4-83dd87276052,Species,EuroMed,4.8,3.7,2,1.8,2.9,1,4.3,2.8,1,4.2,10.0,2,3.0,5.7,2
Vaccinium corymbosum,5e27202a-d26f-4460-9abc-6a639855b75c,Species,EuroMed,,,,3.9,2.9,1,2.8,2.8,1,4.9,2.8,1,5.1,2.6,1
Vaccinium macrocarpon,bbc01144-e78f-42d4-a2c5-d560379ca817,Species,EuroMed,6.8,2.0,5,2.4,4.9,4,0.3,3.1,4,7.1,2.8,4,3.6,2.8,4
Vaccinium microcarpum,63d2bb45-a2e1-4a42-982c-ff6f93ca8d28,Species,EuroMed,7.1,2.7,15,0.8,4.1,11,1.1,4.0,12,7.7,4.4,11,2.5,4.8,11
Vaccinium myrtillus,89a652e4-1f36-4d74-a588-eb4353ebee37,Species,EuroMed,4.7,4.7,25,2.7,4.7,21,2.0,4.5,24,4.8,8.4,20,2.9,5.3,18
Vaccinium ovalifolium,AT077723-b99d-44d5-95e2-1af4d7677a17,Species,additionalTaxa,5.0,2.4,1,,,,,,,3.0,9.7,1,3.4,2.4,1
Vaccinium oxycoccos,bf6c7618-cc41-4be9-90f0-4631197813e9,Species,EuroMed,7.1,3.0,20,0.9,3.9,14,2.7,7.5,13,7.2,4.9,14,3.2,4.3,14
Vaccinium oxycoccos aggr.,AGe5d708-f4e4-44ba-92a0-678844ad2997,Species Aggregate,additionalAggregates,7.2,2.8,13,0.8,3.5,10,1.3,4.8,12,7.7,4.4,10,2.9,3.3,10
Vaccinium uliginosum,0fb2a64f-f3c0-4023-92e6-43da3307bd8b,Species,EuroMed,5.6,4.5,19,2.5,4.9,15,1.3,3.9,17,6.3,5.8,16,2.6,5.3,14
Vaccinium vitis-idaea,5f773913-227d-4388-818c-c6735196498d,Species,EuroMed,4.1,3.6,25,1.8,5.3,18,2.1,4.5,20,5.1,7.8,18,2.5,4.8,16
Vaccinium vitis-idaea subsp. minor,ASf0f757-d706-4d93-820e-3df8f1559abd,Subspecies,additionalTaxa,3.2,1.8,1,2.5,2.4,1,1.0,2.2,1,7.6,2.2,1,0.0,2.3,1
Vaccinium vitis-idaea subsp. vitis-idaea,9ee181df-1a26-46bc-a868-b16ae532634b,Subspecies,EuroMed,4.2,3.2,3,2.2,3.6,3,1.2,3.8,3,4.8,4.5,3,2.5,2.8,3
Vahlodea atropurpurea,1fc47ec6-89ea-4b92-8a89-735db7fa19e8,Species,EuroMed,5.7,5.9,2,3.9,2.9,1,3.9,2.8,1,8.7,2.8,1,0.6,2.6,1
Valantia aprica,ff8f5d8a-f63a-4bc6-a0e6-b8e4bae13ef7,Species,EuroMed,2.0,4.1,1,5.9,2.3,1,8.4,1.4,1,8.6,2.3,1,4.9,4.1,1
Valantia calva,19835f65-6264-4f73-847a-56a63ae5e5ef,Species,EuroMed,1.0,2.5,1,0.6,2.9,1,1.8,2.8,1,9.4,2.8,1,8.2,2.6,1
Valantia deltoidea,a8a68ba6-1c3e-4d0f-980d-2c2739af0f7b,Species,EuroMed,2.6,2.5,1,0.6,2.9,1,8.8,2.8,1,5.9,2.8,1,5.5,2.6,1
Valantia hispida,96b4d2a1-75e4-4398-a2f7-2a510e0b636c,Species,EuroMed,2.3,2.8,3,3.6,8.7,3,8.3,3.5,3,8.9,4.3,3,7.4,5.6,3
Valantia muralis,d5690655-caba-4e99-bcb2-70c9682372a1,Species,EuroMed,2.6,3.1,4,4.8,7.0,4,7.5,6.6,4,8.7,4.1,4,6.9,3.9,4
Valeriana alliariifolia aggr.,AG7cab7f-70c0-45f1-96d0-5966206a75a0,Species Aggregate,additionalAggregates,4.4,2.5,1,6.5,2.9,1,5.7,2.8,1,1.4,2.8,1,2.5,2.6,1
Valeriana alpestris,dc81bf61-0bc8-49ec-b295-a064d65b42e2,Species,EuroMed,1.8,2.5,1,3.3,2.9,1,7.1,2.8,1,9.5,2.8,1,2.5,2.6,1
Valeriana apula,806b067c-2e69-48d5-91e2-9aa54eeb29f0,Species,EuroMed,2.2,2.4,2,2.3,3.2,2,7.4,2.7,2,8.8,4.3,2,2.5,2.4,2
Valeriana armena subsp. grossheimii,2412d161-35f5-4857-9f80-52c6fb4ec2db,Subspecies,EuroMed,4.3,3.1,1,4.7,5.5,1,6.8,3.0,1,6.7,5.7,1,5.2,1.3,1
Valeriana asarifolia,b9681fa2-373e-4545-893e-c30be86525c0,Species,EuroMed,3.7,4.1,1,5.1,6.9,1,8.4,2.7,1,6.3,2.3,1,6.9,4.1,1
Valeriana cardamines,f2d1e071-6165-4402-a65b-b64ea46bce39,Species,EuroMed,3.1,2.5,1,3.3,2.9,1,7.1,2.8,1,7.5,2.8,1,2.5,2.6,1
Valeriana celtica,f2b96ccb-7f0a-4e31-8cd3-b6cf53af597a,Species,EuroMed,3.6,2.5,4,1.7,4.0,4,1.9,3.7,4,8.7,5.9,4,0.8,5.5,4
Valeriana celtica subsp. celtica,f2b96ccb-7f0a-4e31-8cd3-b6cf53af597a,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,3.2,2.2,1,7.6,2.2,1,0.0,2.3,1
